survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_normalized,age_standardized
0,3,male,32.0,1,0,15.85,S,Third,man,True,Southampton,no,False,0.030937139635999665,0.1758180953925567
1,3,male,26.0,0,0,18.7875,C,Third,man,True,Cherbourg,yes,True,0.036670757786204655,-0.26030847353242254
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,0.015126992566498259,-0.9871860884073879
1,1,male,40.0,0,0,31.0,C,First,man,True,Cherbourg,yes,True,0.060507970265993034,0.757320187292529
0,3,male,24.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0.013760683560491965,-0.4056839965074156
1,2,female,35.0,0,0,21.0,S,Second,woman,False,Southampton,yes,True,0.04098927018018883,0.3938813798550463
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0.014151057562208049,-0.5510595194824087
0,3,male,28.0,1,0,7.75,Q,Third,man,True,Queenstown,no,False,0.015126992566498259,-0.11493295055742946
1,1,female,31.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,0.22109807522194713,0.10313033390506016
1,3,female,27.0,0,0,7.925,S,Third,woman,False,Southampton,yes,True,0.015468569817999833,-0.18762071204492597
0,2,male,42.0,1,0,27.0,S,Second,man,True,Southampton,no,False,0.05270049023167135,0.902695710267522
1,1,female,32.0,0,0,76.2917,C,First,woman,False,Cherbourg,yes,True,0.14891148113361488,0.1758180953925567
0,2,male,30.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,0.03044257241756362
1,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,0.015712553569072387,-0.9871860884073879
0,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,-0.18762071204492597
0,3,male,51.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,1.556885563654991
1,1,male,38.0,1,0,90.0,S,First,man,True,Southampton,yes,False,0.17566830077223786,0.6119446643175359
0,3,male,22.0,0,0,9.35,S,Third,man,True,Southampton,no,True,0.018249984580226933,-0.5510595194824087
1,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,yes,True,0.020494635090094415,-0.7691228039448983
0,3,male,20.5,0,0,7.25,S,Third,man,True,Southampton,no,True,0.014151057562208049,-0.6600911617136535
0,2,male,18.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,-0.8418105654323949
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False,0.049707687947515,-0.11493295055742946
1,1,female,35.0,1,0,83.475,S,First,woman,False,Southampton,yes,False,0.16293234896625058,0.3938813798550463
0,3,male,29.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,-0.042245189069932916
0,2,male,59.0,0,0,13.5,S,Second,man,True,Southampton,no,True,0.026350245115835676,2.138387655554963
1,3,female,5.0,4,2,31.3875,S,Third,child,False,Southampton,yes,False,0.06126431989431795,-1.7867514647698497
0,2,male,24.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,-0.4056839965074156
0,3,female,28.0,0,0,7.55,S,Third,woman,False,Southampton,no,True,0.014736618564782174,-0.11493295055742946
0,2,male,44.0,1,0,26.0,S,Second,man,True,Southampton,no,False,0.050748620223090936,1.048071233242515
1,2,female,8.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,0.05123658772523604,-1.5686881803073602
0,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,-0.7691228039448983
0,2,male,33.0,0,0,12.275,S,Second,man,True,Southampton,no,True,0.023959204355324663,0.24850585688005322
0,3,female,28.0,1,0,14.4542,C,Third,woman,False,Cherbourg,no,False,0.028212719478023115,-0.11493295055742946
0,2,male,29.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,-0.042245189069932916
0,3,male,22.0,0,0,7.125,S,Third,man,True,Southampton,no,True,0.013907073811135496,-0.5510595194824087
0,3,male,30.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0.014102260811993537,0.03044257241756362
0,1,male,44.0,2,0,90.0,Q,First,man,True,Queenstown,no,False,0.17566830077223786,1.048071233242515
0,3,female,25.0,0,0,7.775,S,Third,woman,False,Southampton,no,True,0.015175789316712771,-0.33299623501991904
1,2,female,24.0,0,2,14.5,S,Second,woman,False,Southampton,yes,False,0.028302115124416098,-0.4056839965074156
1,1,male,37.0,1,1,52.5542,S,First,man,True,Southampton,yes,False,0.10257896680493714,0.5392569028300394
0,2,male,54.0,1,0,26.0,S,Second,man,True,Southampton,no,False,0.050748620223090936,1.7749488481174804
0,3,male,28.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0.014151057562208049,-0.11493295055742946
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,Southampton,no,False,0.02042143996477265,-0.042245189069932916
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True,0.051822148727810165,2.356450940017453
0,3,male,30.0,1,0,16.1,S,Third,man,True,Southampton,no,False,0.031425107138144774,0.03044257241756362
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,Southampton,no,False,0.039452172548431745,0.8300079487800255
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,Cherbourg,yes,False,0.029757819776815374,-0.042245189069932916
1,1,female,28.0,0,0,79.2,C,First,woman,False,Cherbourg,yes,True,0.15458810467956932,-0.11493295055742946
1,1,female,30.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,0.16883675574220638,0.03044257241756362
1,1,female,35.0,0,0,512.3292,C,First,woman,False,Cherbourg,yes,True,1.0,0.3938813798550463
1,2,female,50.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,1.4841978021674944
1,3,male,3.0,4,2,31.3875,S,Third,child,False,Southampton,yes,False,0.06126431989431795,-1.9321269877448428
0,1,male,52.0,1,1,79.65,S,First,man,True,Southampton,no,False,0.1554664461834305,1.6295733251424873
0,1,male,40.0,0,0,0.0,S,First,man,True,Southampton,no,True,0.0,0.757320187292529
0,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,0.015126992566498259,-0.11493295055742946
0,2,male,36.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,0.46656914134254285
0,3,male,16.0,4,1,39.6875,S,Third,man,True,Southampton,no,False,0.07746484096553544,-0.9871860884073879
1,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,yes,False,0.015175789316712771,-0.33299623501991904
1,1,female,58.0,0,1,153.4625,S,First,woman,False,Southampton,yes,False,0.2995388511917728,2.0656998940674667
1,1,female,35.0,0,0,135.6333,S,First,woman,False,Southampton,yes,True,0.2647385704347907,0.3938813798550463
0,1,male,28.0,0,0,31.0,S,First,man,True,Southampton,no,True,0.060507970265993034,-0.11493295055742946
1,3,male,25.0,0,0,0.0,S,Third,man,True,Southampton,yes,True,0.0,-0.33299623501991904
1,2,female,41.0,0,1,19.5,S,Second,woman,False,Southampton,yes,False,0.038061465167318204,0.8300079487800255
0,1,male,37.0,0,1,29.7,C,First,man,True,Cherbourg,no,False,0.057970539254838485,0.5392569028300394
1,1,female,63.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False,0.15216446768991498,2.4291387015049497
0,3,female,45.0,0,0,7.75,S,Third,woman,False,Southampton,no,True,0.015126992566498259,1.1207589947300116
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,0.0,-0.11493295055742946
0,3,male,7.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,0.05684821399990475,-1.6413759417948568
1,3,female,35.0,1,1,20.25,S,Third,woman,False,Southampton,yes,False,0.03952536767375352,0.3938813798550463
0,3,male,65.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0.015126992566498259,2.574514224479943
0,3,male,28.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,0.015330377421392339,-0.11493295055742946
0,3,male,16.0,0,0,9.5,S,Third,man,True,Southampton,no,True,0.018542765081513996,-0.9871860884073879
1,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,0.015712553569072387,-0.7691228039448983
0,1,male,28.0,0,0,26.0,S,First,man,True,Southampton,no,True,0.050748620223090936,-0.11493295055742946
0,3,male,33.0,0,0,8.6625,C,Third,man,True,Cherbourg,no,True,0.016908073949327893,0.24850585688005322
1,3,male,30.0,0,0,9.5,S,Third,man,True,Southampton,yes,True,0.018542765081513996,0.03044257241756362
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,-0.5510595194824087
1,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,0.025374310111545468,0.902695710267522
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,0.015126992566498259,-0.5510595194824087
1,1,female,26.0,0,0,78.85,S,First,woman,False,Southampton,yes,True,0.15390495017656614,-0.26030847353242254
1,1,female,19.0,1,0,91.0792,C,First,woman,False,Cherbourg,yes,False,0.17777475888549785,-0.7691228039448983
0,2,male,36.0,0,0,12.875,C,Second,man,True,Cherbourg,no,True,0.025130326360472913,0.46656914134254285
0,3,female,24.0,0,0,8.85,S,Third,woman,False,Southampton,no,True,0.01727404957593672,-0.4056839965074156
0,3,male,24.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,-0.4056839965074156
0,3,male,23.5,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,0.014110458666029575,-0.4420278772511639
0,1,female,2.0,1,2,151.55,S,First,child,False,Southampton,no,False,0.29580589980036276,-2.0048147492323394
1,1,male,28.0,0,0,30.5,S,First,man,True,Southampton,yes,True,0.05953203526170282,-0.11493295055742946
1,1,female,50.0,0,1,247.5208,C,First,woman,False,Cherbourg,yes,False,0.4831284260198326,1.4841978021674944
1,3,male,28.0,2,0,23.25,Q,Third,man,True,Queenstown,yes,False,0.04538097769949478,-0.11493295055742946
0,3,male,19.0,0,0,0.0,S,Third,man,True,Southampton,no,True,0.0,-0.7691228039448983
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,0.024105594605968193,-0.11493295055742946
1,1,male,0.92,1,2,151.55,S,First,child,False,Southampton,yes,False,0.29580589980036276,-2.0833175316388357
1,1,female,28.0,0,0,110.8833,C,First,woman,False,Cherbourg,yes,True,0.21642978772242535,-0.11493295055742946
1,1,female,17.0,1,0,108.9,C,First,woman,False,Cherbourg,yes,False,0.2125586439344078,-0.9144983269198913
0,2,male,30.0,1,0,24.0,C,Second,man,True,Cherbourg,no,False,0.04684488020593009,0.03044257241756362
1,1,female,30.0,0,0,56.9292,C,First,woman,False,Cherbourg,yes,True,0.11111839809247648,0.03044257241756362
1,1,female,24.0,0,0,83.1583,C,First,woman,False,Cherbourg,yes,True,0.16231419173453318,-0.4056839965074156
1,1,female,18.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,0.5121218935012878,-0.8418105654323949
0,2,female,26.0,1,1,26.0,S,Second,woman,False,Southampton,no,False,0.050748620223090936,-0.26030847353242254
0,2,male,43.0,1,1,26.25,S,Second,man,True,Southampton,no,False,0.05123658772523604,0.9753834717550186
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,Southampton,yes,True,0.015330377421392339,-0.26030847353242254
1,2,female,24.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,-0.4056839965074156
0,2,male,54.0,0,0,14.0,S,Second,man,True,Southampton,no,True,0.027326180120125887,1.7749488481174804
1,1,female,31.0,0,2,164.8667,S,First,woman,False,Southampton,yes,False,0.32179836714362564,0.10313033390506016
1,1,female,40.0,1,1,134.5,C,First,woman,False,Cherbourg,yes,False,0.2625265161540666,0.757320187292529
0,3,male,27.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,-0.18762071204492597
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,0.024105594605968193,0.03044257241756362
1,2,female,22.0,1,1,29.0,S,Second,woman,False,Southampton,yes,False,0.056604230248832196,-0.5510595194824087
1,1,female,36.0,0,0,135.6333,C,First,woman,False,Cherbourg,yes,True,0.2647385704347907,0.46656914134254285
0,3,male,61.0,0,0,6.2375,S,Third,man,True,Southampton,no,True,0.012174789178520372,2.283763178529956
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.025374310111545468,0.46656914134254285
1,3,female,31.0,1,1,20.525,S,Third,woman,False,Southampton,yes,False,0.04006213192611313,0.10313033390506016
1,1,female,16.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,0.11316786160148591,-0.9871860884073879
1,3,female,28.0,2,0,23.25,Q,Third,woman,False,Queenstown,yes,False,0.04538097769949478,-0.11493295055742946
0,1,male,45.5,0,0,28.5,S,First,man,True,Southampton,no,True,0.055628295244541985,1.15710287547376
0,1,male,38.0,0,1,153.4625,S,First,man,True,Southampton,no,False,0.2995388511917728,0.6119446643175359
0,3,male,16.0,2,0,18.0,S,Third,man,True,Southampton,no,False,0.03513366015444757,-0.9871860884073879
1,1,female,28.0,1,0,133.65,S,First,woman,False,Southampton,yes,False,0.2608674266467732,-0.11493295055742946
0,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,no,False,0.12999454257145598,-0.042245189069932916
1,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,yes,True,0.2625265161540666,0.8300079487800255
1,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,0.015712553569072387,1.1207589947300116
0,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,no,True,0.06929138530460494,1.1207589947300116
1,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,0.050748620223090936,-2.0048147492323394
1,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,yes,False,0.5133418122566507,-0.4056839965074156
0,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,-0.11493295055742946
0,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,0.46656914134254285
1,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.025374310111545468,-0.4056839965074156
1,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.025374310111545468,0.757320187292529
1,3,female,28.0,1,0,16.1,S,Third,woman,False,Southampton,yes,False,0.031425107138144774,-0.11493295055742946
1,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,0.031034733136428686,-1.9321269877448428
0,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0.016908073949327893,0.902695710267522
0,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,no,True,0.01800600082915438,-0.47837175799491216
0,1,male,28.0,0,0,35.0,S,First,man,True,Southampton,no,True,0.06831545030031472,-0.11493295055742946
0,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,no,False,0.014110458666029575,-1.0598738498948845
0,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,no,False,0.034743286152731485,-0.33299623501991904
1,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,yes,False,0.10735285047192313,-0.5510595194824087
0,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,no,True,0.025374310111545468,0.6119446643175359
0,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,no,False,0.05445717323939373,0.757320187292529
0,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,no,False,0.05410739813385612,-0.042245189069932916
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,0.028212719478023115,1.1207589947300116
0,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0.013760683560491965,0.3938813798550463
0,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0.014151057562208049,0.03044257241756362
1,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,yes,False,0.14687821814567664,2.21107541704246
1,3,female,28.0,0,0,7.2292,C,Third,woman,False,Cherbourg,yes,True,0.014110458666029575,-0.11493295055742946
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,0.13526459159462315,-0.4056839965074156
1,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,yes,False,0.1082149914547131,-0.33299623501991904
0,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,no,False,0.012678957201736696,-0.8418105654323949
0,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,-0.7691228039448983
0,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,no,True,0.2647385704347907,-0.5510595194824087
0,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,no,False,0.04113566043083236,-1.9321269877448428
1,1,female,28.0,1,0,82.1708,C,First,woman,False,Cherbourg,yes,False,0.16038672010106003,-0.11493295055742946
1,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,yes,True,0.014151057562208049,-0.5510595194824087
0,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,no,False,0.41282050681475896,-0.18762071204492597
0,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,no,True,0.007831878409428937,-0.6964350424574017
0,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,-0.7691228039448983
1,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,0.4440992237022602,0.902695710267522
1,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,yes,False,0.030725752114070404,-2.0775025107198357
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0.015468569817999833,0.1758180953925567
1,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,0.10149724044618187,0.3938813798550463
0,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,no,True,0.1434624456306609,-0.8418105654323949
0,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,no,False,0.09154270340242172,-2.0775025107198357
0,3,male,28.0,0,0,7.7292,Q,Third,man,True,Queenstown,no,True,0.015086393670319786,-0.11493295055742946
1,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,yes,True,0.023422440102965045,-0.9144983269198913
1,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,yes,False,0.23422440102965048,0.46656914134254285
1,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,yes,True,0.015216388212891242,-0.6237472809699052
0,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,no,False,0.015468569817999833,-0.11493295055742946
1,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,0.22109807522194713,-0.47837175799491216
1,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,yes,False,0.03259622914329302,-0.4056839965074156
0,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,0.015216388212891242,-0.5510595194824087
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,no,True,0.015330377421392339,0.10313033390506016
0,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0.050748620223090936,1.1934467562175082
0,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,-0.47837175799491216
1,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,yes,True,0.02469115560854232,-0.11493295055742946
1,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0.015468569817999833,0.6846324258050325
0,3,male,26.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,-0.26030847353242254
0,3,female,21.0,1,0,9.825,S,Third,woman,False,Southampton,no,False,0.019177122834302632,-0.6237472809699052
0,3,male,28.0,1,0,15.85,S,Third,man,True,Southampton,no,False,0.030937139635999665,-0.11493295055742946
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,0.016908073949327893,-0.6964350424574017
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,0.04098927018018883,0.3211936183675498
0,3,male,51.0,0,0,7.75,S,Third,man,True,Southampton,no,True,0.015126992566498259,1.556885563654991
1,2,male,3.0,1,1,18.75,S,Second,child,False,Southampton,yes,False,0.03659756266088288,-1.9321269877448428
0,3,male,21.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,-0.6237472809699052
0,3,male,28.0,0,0,6.8583,Q,Third,man,True,Queenstown,no,True,0.013386510079847098,-0.11493295055742946
1,1,female,33.0,1,0,90.0,Q,First,woman,False,Queenstown,yes,False,0.17566830077223786,0.24850585688005322
1,3,male,44.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0.015468569817999833,1.048071233242515
0,3,female,28.0,0,0,8.05,S,Third,woman,False,Southampton,no,True,0.015712553569072387,-0.11493295055742946
1,2,female,34.0,1,1,32.5,S,Second,woman,False,Southampton,yes,False,0.06343577527886367,0.3211936183675498
1,2,female,18.0,0,2,13.0,S,Second,woman,False,Southampton,yes,False,0.025374310111545468,-0.8418105654323949
0,3,female,10.0,0,2,24.15,S,Third,child,False,Southampton,no,False,0.04713766070721715,-1.4233126573323671
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,0.015094396337354966,-0.6237472809699052
0,3,male,29.0,0,0,7.875,S,Third,man,True,Southampton,no,True,0.015370976317570811,-0.042245189069932916
0,3,female,28.0,1,1,14.4,S,Third,woman,False,Southampton,no,False,0.028106928123558056,-0.11493295055742946
0,3,male,18.0,1,1,20.2125,S,Third,man,True,Southampton,no,False,0.039452172548431745,-0.8418105654323949
1,2,female,28.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,-0.11493295055742946
