survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_normalized,age_standardized
1,2,female,19.0,0,0,26.0,S,Second,woman,False,Southampton,yes,True,0.050748620223090936,-0.7691228039448983
1,3,male,32.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,0.015712553569072387,0.1758180953925567
1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0.051822148727810165,-0.11493295055742946
1,2,female,42.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,0.902695710267522
0,3,male,17.0,0,0,7.125,S,Third,man,True,Southampton,no,True,0.013907073811135496,-0.9144983269198913
0,1,male,50.0,1,0,55.9,S,First,man,True,Southampton,no,False,0.1091095334796455,1.4841978021674944
1,1,female,14.0,1,2,120.0,S,First,child,False,Southampton,yes,False,0.23422440102965048,-1.1325616113823809
0,3,female,21.0,2,2,34.375,S,Third,woman,False,Southampton,no,False,0.06709553154495196,-0.6237472809699052
1,2,female,24.0,2,3,18.75,S,Second,woman,False,Southampton,yes,False,0.03659756266088288,-0.4056839965074156
0,1,male,64.0,1,4,263.0,S,First,man,True,Southampton,no,False,0.5133418122566507,2.501826462992446
0,2,male,31.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,0.10313033390506016
1,2,female,45.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,0.05123658772523604,1.1207589947300116
0,3,male,20.0,0,0,9.5,S,Third,man,True,Southampton,no,True,0.018542765081513996,-0.6964350424574017
0,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,no,False,0.015175789316712771,-0.33299623501991904
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.025374310111545468,-0.11493295055742946
1,3,male,28.0,0,0,8.1125,S,Third,man,True,Southampton,yes,True,0.015834545444608664,-0.11493295055742946
1,1,male,4.0,0,2,81.8583,S,First,child,False,Southampton,yes,False,0.15977676072337862,-1.8594392262573463
1,2,female,13.0,0,1,19.5,S,Second,child,False,Southampton,yes,False,0.038061465167318204,-1.2052493728698774
1,1,male,34.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0.051822148727810165,0.3211936183675498
1,3,female,5.0,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,0.03758969818624431,-1.7867514647698497
1,1,male,52.0,0,0,30.5,S,First,man,True,Southampton,yes,True,0.05953203526170282,1.6295733251424873
0,2,male,36.0,1,2,27.75,S,Second,man,True,Southampton,no,False,0.05416439273810667,0.46656914134254285
0,3,male,28.0,1,0,19.9667,S,Third,man,True,Southampton,no,False,0.03897240290032268,-0.11493295055742946
0,1,male,30.0,0,0,27.75,C,First,man,True,Cherbourg,no,True,0.05416439273810667,0.03044257241756362
1,1,male,49.0,1,0,89.1042,C,First,man,True,Cherbourg,yes,False,0.17391981561855152,1.4115100406799979
1,3,male,29.0,0,0,7.8958,C,Third,man,True,Cherbourg,yes,True,0.015411575213749286,-0.042245189069932916
0,1,male,65.0,0,0,26.55,S,First,man,True,Southampton,no,True,0.051822148727810165,2.574514224479943
1,1,female,28.0,1,0,51.8625,S,First,woman,False,Southampton,yes,False,0.10122885832000206,-0.11493295055742946
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,0.020494635090094415,1.4841978021674944
1,1,male,48.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0.051822148727810165,1.3388222791925013
0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,0.3211936183675498
0,1,male,47.0,0,0,38.5,S,First,man,True,Southampton,no,True,0.07514699533034619,1.2661345177050047
0,2,male,48.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,1.3388222791925013
0,3,male,38.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0.013760683560491965,0.6119446643175359
0,1,male,56.0,0,0,26.55,S,First,man,True,Southampton,no,True,0.051822148727810165,1.9203243710924736
0,3,male,28.0,0,0,7.725,Q,Third,man,True,Queenstown,no,True,0.015078195816283748,-0.11493295055742946
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,0.03758969818624431,-2.09567445109171
0,3,male,38.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0.016908073949327893,0.6119446643175359
1,2,female,33.0,1,2,27.75,S,Second,woman,False,Southampton,yes,False,0.05416439273810667,0.24850585688005322
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,Cherbourg,yes,True,0.026919605597338588,-0.47837175799491216
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Southampton,no,True,0.019201521209409888,-0.5510595194824087
0,1,male,28.0,0,0,52.0,S,First,man,True,Southampton,no,True,0.10149724044618187,-0.11493295055742946
0,3,male,29.0,1,0,7.0458,S,Third,man,True,Southampton,no,False,0.013752485706455927,-0.042245189069932916
0,3,male,22.0,0,0,7.5208,S,Third,man,True,Southampton,no,True,0.014679623960531627,-0.5510595194824087
1,3,female,2.0,0,1,12.2875,S,Third,child,False,Southampton,yes,False,0.023983602730431916,-2.0048147492323394
0,3,male,9.0,5,2,46.9,S,Third,child,False,Southampton,no,False,0.09154270340242172,-1.4960004188198637
0,3,male,50.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,1.4841978021674944
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Southampton,yes,True,0.018713553707264782,2.4291387015049497
1,1,male,25.0,1,0,91.0792,C,First,man,True,Cherbourg,yes,False,0.17777475888549785,-0.33299623501991904
1,1,female,35.0,1,0,90.0,S,First,woman,False,Southampton,yes,False,0.17566830077223786,0.3938813798550463
0,1,male,58.0,0,0,29.7,C,First,man,True,Cherbourg,no,True,0.057970539254838485,2.0656998940674667
1,3,male,9.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,0.031034733136428686,-1.4960004188198637
0,3,male,21.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0.014151057562208049,-0.6237472809699052
0,1,male,55.0,0,0,30.5,S,First,man,True,Southampton,no,True,0.05953203526170282,1.847636609604977
0,1,male,71.0,0,0,49.5042,C,First,man,True,Cherbourg,no,True,0.09662576327876685,3.0106407934049217
0,3,male,28.0,0,0,14.4583,C,Third,man,True,Cherbourg,no,True,0.028220722145058292,-0.11493295055742946
1,1,female,54.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,0.1527664244005612,1.7749488481174804
0,3,male,28.0,0,0,15.1,S,Third,man,True,Southampton,no,True,0.029473237129564348,-0.11493295055742946
0,1,female,25.0,1,2,151.55,S,First,woman,False,Southampton,no,False,0.29580589980036276,-0.33299623501991904
0,3,male,24.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,0.015216388212891242,-0.4056839965074156
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,0.015126992566498259,-0.6237472809699052
0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,Queenstown,no,True,0.014891206669461744,-0.11493295055742946
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Southampton,no,True,0.018713553707264782,0.5392569028300394
1,1,female,16.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,0.16883675574220638,-0.9871860884073879
0,1,male,18.0,1,0,108.9,C,First,man,True,Cherbourg,no,False,0.2125586439344078,-0.8418105654323949
1,2,female,33.0,0,2,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,0.24850585688005322
0,3,male,28.0,0,0,22.525,S,Third,man,True,Southampton,no,True,0.04396587194327397,-0.11493295055742946
1,3,male,26.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,0.11027245763075773,-0.26030847353242254
1,3,male,29.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,0.015126992566498259,-0.042245189069932916
1,1,male,36.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0.05130978285055781,0.46656914134254285
1,1,female,54.0,1,0,59.4,C,First,woman,False,Cherbourg,yes,False,0.11594107850967697,1.7749488481174804
0,3,male,24.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,0.014630827210317117,-0.4056839965074156
0,1,male,47.0,0,0,34.0208,S,First,man,True,Southampton,no,True,0.06640417918791278,1.2661345177050047
1,2,female,34.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,0.020494635090094415,0.3211936183675498
0,3,male,28.0,0,0,24.15,Q,Third,man,True,Queenstown,no,True,0.04713766070721715,-0.11493295055742946
1,2,female,36.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,0.46656914134254285
0,3,male,32.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,0.1758180953925567
1,1,female,30.0,0,0,93.5,S,First,woman,False,Southampton,yes,True,0.18249984580226933,0.03044257241756362
1,1,female,44.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,0.11316786160148591,1.048071233242515
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,0.014110458666029575,-0.11493295055742946
0,3,male,40.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0.015126992566498259,0.7936640680362772
0,1,male,28.0,0,0,221.7792,S,First,man,True,Southampton,no,True,0.4328841690069588,-0.11493295055742946
0,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0.015468569817999833,0.6846324258050325
0,2,male,23.0,2,1,11.5,S,Second,man,True,Southampton,no,False,0.022446505098674838,-0.47837175799491216
1,2,female,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,0.050748620223090936,-2.0048147492323394
0,3,male,17.0,1,1,7.2292,C,Third,man,True,Cherbourg,no,False,0.014110458666029575,-0.9144983269198913
1,3,female,28.0,0,2,22.3583,C,Third,woman,False,Cherbourg,yes,False,0.04364049521284362,-0.11493295055742946
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,0.016908073949327893,0.03044257241756362
1,2,female,7.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,0.05123658772523604,-1.6413759417948568
0,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,no,True,0.051822148727810165,1.1207589947300116
1,1,female,30.0,0,0,106.425,C,First,woman,False,Cherbourg,yes,True,0.20772776566317125,0.03044257241756362
0,3,male,28.0,0,0,14.5,S,Third,man,True,Southampton,no,True,0.028302115124416098,-0.11493295055742946
1,1,female,22.0,0,2,49.5,C,First,woman,False,Cherbourg,yes,False,0.09661756542473082,-0.5510595194824087
1,1,female,36.0,0,2,71.0,S,First,woman,False,Southampton,yes,False,0.13858277060920987,0.46656914134254285
0,3,female,9.0,4,2,31.275,S,Third,child,False,Southampton,no,False,0.06104473451835265,-1.4960004188198637
0,3,female,11.0,4,2,31.275,S,Third,child,False,Southampton,no,False,0.06104473451835265,-1.3506248958448706
1,2,male,32.0,1,0,26.0,S,Second,man,True,Southampton,yes,False,0.050748620223090936,0.1758180953925567
0,1,male,50.0,1,0,106.425,C,First,man,True,Cherbourg,no,False,0.20772776566317125,1.4841978021674944
0,1,male,64.0,0,0,26.0,S,First,man,True,Southampton,no,True,0.050748620223090936,2.501826462992446
1,2,female,19.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,-0.7691228039448983
1,2,male,28.0,0,0,13.8625,C,Second,man,True,Cherbourg,yes,True,0.02705779799394608,-0.11493295055742946
0,3,male,33.0,1,1,20.525,S,Third,man,True,Southampton,no,False,0.04006213192611313,0.24850585688005322
1,2,male,8.0,1,1,36.75,S,Second,child,False,Southampton,yes,False,0.07173122281533045,-1.5686881803073602
1,1,male,17.0,0,2,110.8833,C,First,man,True,Cherbourg,yes,False,0.21642978772242535,-0.9144983269198913
0,2,male,27.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0.050748620223090936,-0.18762071204492597
0,3,male,28.0,0,0,7.8292,Q,Third,man,True,Queenstown,no,True,0.015281580671177828,-0.11493295055742946
1,3,male,22.0,0,0,7.225,C,Third,man,True,Cherbourg,yes,True,0.014102260811993537,-0.5510595194824087
1,3,female,22.0,0,0,7.775,S,Third,woman,False,Southampton,yes,True,0.015175789316712771,-0.5510595194824087
1,1,female,48.0,1,0,39.6,C,First,woman,False,Cherbourg,yes,False,0.07729405233978466,1.3388222791925013
0,1,male,28.0,0,0,227.525,C,First,man,True,Cherbourg,no,True,0.4440992237022602,-0.11493295055742946
1,1,female,39.0,1,1,79.65,S,First,woman,False,Southampton,yes,False,0.1554664461834305,0.6846324258050325
1,3,female,36.0,1,0,17.4,S,Third,woman,False,Southampton,yes,False,0.033962538149299316,0.46656914134254285
0,3,male,40.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,0.757320187292529
0,2,male,28.0,0,0,13.5,S,Second,man,True,Southampton,no,True,0.026350245115835676,-0.11493295055742946
0,3,male,24.0,2,0,24.15,S,Third,man,True,Southampton,no,False,0.04713766070721715,-0.4056839965074156
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,-0.7691228039448983
0,3,female,29.0,0,4,21.075,S,Third,woman,False,Southampton,no,False,0.04113566043083236,-0.042245189069932916
1,3,male,32.0,0,0,7.8542,S,Third,man,True,Southampton,yes,True,0.015330377421392339,0.1758180953925567
1,2,male,62.0,0,0,10.5,S,Second,man,True,Southampton,yes,True,0.020494635090094415,2.356450940017453
1,1,female,53.0,2,0,51.4792,S,First,woman,False,Southampton,yes,False,0.10048070654571319,1.7022610866299839
1,1,male,36.0,0,0,26.3875,S,First,man,True,Southampton,yes,True,0.051504969851415845,0.46656914134254285
0,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,-0.9871860884073879
0,3,male,19.0,0,0,14.5,S,Third,man,True,Southampton,no,True,0.028302115124416098,-0.7691228039448983
1,2,female,34.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.025374310111545468,0.3211936183675498
1,1,female,39.0,1,0,55.9,S,First,woman,False,Southampton,yes,False,0.1091095334796455,0.6846324258050325
0,3,female,28.0,1,0,14.4583,C,Third,woman,False,Cherbourg,no,False,0.028220722145058292,-0.11493295055742946
1,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0.015468569817999833,0.1758180953925567
1,2,female,25.0,1,1,30.0,S,Second,woman,False,Southampton,yes,False,0.05855610025741262,-0.33299623501991904
1,1,female,39.0,1,1,110.8833,C,First,woman,False,Cherbourg,yes,False,0.21642978772242535,0.6846324258050325
0,2,male,54.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0.050748620223090936,1.7749488481174804
0,1,male,36.0,0,0,40.125,C,First,man,True,Cherbourg,no,True,0.07831878409428937,0.46656914134254285
0,3,male,28.0,0,0,8.7125,C,Third,man,True,Cherbourg,no,True,0.017005667449756914,-0.11493295055742946
1,1,female,18.0,0,2,79.65,S,First,woman,False,Southampton,yes,False,0.1554664461834305,-0.8418105654323949
0,2,male,47.0,0,0,15.0,S,Second,man,True,Southampton,no,True,0.02927805012870631,1.2661345177050047
1,1,male,60.0,1,1,79.2,C,First,man,True,Cherbourg,yes,False,0.15458810467956932,2.21107541704246
0,3,male,35.0,0,0,7.125,S,Third,man,True,Southampton,no,True,0.013907073811135496,0.3938813798550463
1,1,female,52.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,0.1527664244005612,1.6295733251424873
0,3,male,47.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0.014151057562208049,1.2661345177050047
0,3,female,28.0,0,2,7.75,Q,Third,woman,False,Queenstown,no,False,0.015126992566498259,-0.11493295055742946
0,2,male,37.0,1,0,26.0,S,Second,man,True,Southampton,no,False,0.050748620223090936,0.5392569028300394
0,3,male,36.0,1,1,24.15,S,Third,man,True,Southampton,no,False,0.04713766070721715,0.46656914134254285
1,2,female,28.0,0,0,33.0,S,Second,woman,False,Southampton,yes,True,0.06441171028315387,-0.11493295055742946
0,3,male,49.0,0,0,0.0,S,Third,man,True,Southampton,no,True,0.0,1.4115100406799979
1,1,male,49.0,1,0,56.9292,C,First,man,True,Cherbourg,yes,False,0.11111839809247648,1.4115100406799979
1,2,female,24.0,2,1,27.0,S,Second,woman,False,Southampton,yes,False,0.05270049023167135,-0.4056839965074156
0,1,male,28.0,0,0,42.4,S,First,man,True,Southampton,no,True,0.08275928836380983,-0.11493295055742946
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,1.048071233242515
1,1,male,35.0,0,0,26.55,C,First,man,True,Cherbourg,yes,True,0.051822148727810165,0.3938813798550463
0,3,male,36.0,1,0,15.55,S,Third,man,True,Southampton,no,False,0.030351578633425542,0.46656914134254285
0,3,male,30.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,0.03044257241756362
1,1,male,27.0,0,0,30.5,S,First,man,True,Southampton,yes,True,0.05953203526170282,-0.18762071204492597
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,Cherbourg,yes,False,0.08115719346076702,-0.5510595194824087
1,1,female,40.0,0,0,153.4625,S,First,woman,False,Southampton,yes,True,0.2995388511917728,0.757320187292529
0,3,female,39.0,1,5,31.275,S,Third,woman,False,Southampton,no,False,0.06104473451835265,0.6846324258050325
0,3,male,28.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0.013760683560491965,-0.11493295055742946
1,2,female,24.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False,0.12687155055772734,-0.4056839965074156
0,3,male,34.0,1,1,14.4,S,Third,man,True,Southampton,no,False,0.028106928123558056,0.3211936183675498
0,3,female,26.0,1,0,16.1,S,Third,woman,False,Southampton,no,False,0.031425107138144774,-0.26030847353242254
1,2,female,4.0,2,1,39.0,S,Second,child,False,Southampton,yes,False,0.07612293033463641,-1.8594392262573463
0,2,male,26.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,-0.26030847353242254
0,3,male,27.0,1,0,14.4542,C,Third,man,True,Cherbourg,no,False,0.028212719478023115,-0.18762071204492597
1,1,male,42.0,1,0,52.5542,S,First,man,True,Southampton,yes,False,0.10257896680493714,0.902695710267522
1,3,male,20.0,1,1,15.7417,C,Third,man,True,Cherbourg,yes,False,0.030725752114070404,-0.6964350424574017
0,3,male,21.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,0.015330377421392339,-0.6237472809699052
0,3,male,21.0,0,0,16.1,S,Third,man,True,Southampton,no,True,0.031425107138144774,-0.6237472809699052
0,1,male,61.0,0,0,32.3208,S,First,man,True,Southampton,no,True,0.06308600017332605,2.283763178529956
0,2,male,57.0,0,0,12.35,Q,Second,man,True,Queenstown,no,True,0.024105594605968193,1.9930121325799701
1,1,female,21.0,0,0,77.9583,S,First,woman,False,Southampton,yes,True,0.15216446768991498,-0.6237472809699052
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,-0.26030847353242254
0,3,male,28.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,0.015094396337354966,-0.11493295055742946
1,1,male,80.0,0,0,30.0,S,First,man,True,Southampton,yes,True,0.05855610025741262,3.6648306467923906
0,3,male,51.0,0,0,7.0542,S,Third,man,True,Southampton,no,True,0.013768881414528002,1.556885563654991
1,1,male,32.0,0,0,30.5,C,First,man,True,Cherbourg,yes,True,0.05953203526170282,0.1758180953925567
0,1,male,28.0,0,0,0.0,S,First,man,True,Southampton,no,True,0.0,-0.11493295055742946
0,3,female,9.0,3,2,27.9,S,Third,child,False,Southampton,no,False,0.05445717323939373,-1.4960004188198637
0,2,male,31.0,1,1,26.25,S,Second,man,True,Southampton,no,False,0.05123658772523604,0.10313033390506016
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,Southampton,no,False,0.07746484096553544,0.8300079487800255
0,3,male,28.0,1,0,16.1,S,Third,man,True,Southampton,no,False,0.031425107138144774,-0.11493295055742946
0,3,female,2.0,3,2,27.9,S,Third,child,False,Southampton,no,False,0.05445717323939373,-2.0048147492323394
1,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,0.11027245763075773,-0.11493295055742946
1,1,male,48.0,1,0,76.7292,C,First,man,True,Cherbourg,yes,False,0.1497654242623688,1.3388222791925013
1,1,male,56.0,0,0,35.5,C,First,man,True,Cherbourg,yes,True,0.06929138530460494,1.9203243710924736
0,3,male,28.0,0,0,7.55,S,Third,man,True,Southampton,no,True,0.014736618564782174,-0.11493295055742946
1,3,female,23.0,0,0,7.55,S,Third,woman,False,Southampton,yes,True,0.014736618564782174,-0.47837175799491216
1,2,female,18.0,0,1,23.0,S,Second,woman,False,Southampton,yes,False,0.044893010197349675,-0.8418105654323949
0,3,male,21.0,0,0,8.4333,S,Third,man,True,Southampton,no,True,0.01646070534336126,-0.6237472809699052
1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,Queenstown,yes,True,0.015281580671177828,-0.11493295055742946
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Queenstown,no,True,0.013175122557917838,-0.8418105654323949
0,2,male,24.0,2,0,73.5,S,Second,man,True,Southampton,no,False,0.1434624456306609,-0.4056839965074156
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Queenstown,no,False,0.030253985132996517,0.1758180953925567
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,-0.47837175799491216
0,1,male,58.0,0,2,113.275,C,First,man,True,Cherbourg,no,False,0.22109807522194713,2.0656998940674667
1,1,male,50.0,2,0,133.65,S,First,man,True,Southampton,yes,False,0.2608674266467732,1.4841978021674944
0,3,male,40.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0.014102260811993537,0.757320187292529
