survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_normalized,age_standardized
0,1,male,47.0,0,0,25.5875,S,First,man,True,Southampton,no,True,0.04994347384455151,1.2661345177050047
0,3,male,36.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,0.014630827210317117,0.46656914134254285
1,3,male,20.0,1,0,7.925,S,Third,man,True,Southampton,yes,False,0.015468569817999833,-0.6964350424574017
0,2,male,32.0,2,0,73.5,S,Second,man,True,Southampton,no,False,0.1434624456306609,0.1758180953925567
0,3,male,28.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,-0.11493295055742946
0,3,male,43.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,0.9753834717550186
1,1,female,28.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,0.10149724044618187,-0.11493295055742946
1,2,female,40.0,1,1,39.0,S,Second,woman,False,Southampton,yes,False,0.07612293033463641,0.757320187292529
0,1,male,31.0,1,0,52.0,S,First,man,True,Southampton,no,False,0.10149724044618187,0.10313033390506016
0,2,male,70.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,2.9379530319174254
1,2,male,31.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,0.025374310111545468,0.10313033390506016
0,3,male,18.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,-0.8418105654323949
0,3,male,24.5,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,-0.3693401157636673
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,Southampton,yes,True,0.019209719063445922,-0.8418105654323949
0,3,female,43.0,1,6,46.9,S,Third,woman,False,Southampton,no,False,0.09154270340242172,0.9753834717550186
1,1,male,36.0,0,1,512.3292,C,First,man,True,Cherbourg,yes,False,1.0,0.46656914134254285
0,3,female,28.0,0,0,8.1375,Q,Third,woman,False,Queenstown,no,True,0.01588334219482317,-0.11493295055742946
1,1,male,27.0,0,0,76.7292,C,First,man,True,Cherbourg,yes,True,0.1497654242623688,-0.18762071204492597
0,3,male,20.0,0,0,9.225,S,Third,man,True,Southampton,no,True,0.01800600082915438,-0.6964350424574017
0,3,male,14.0,5,2,46.9,S,Third,child,False,Southampton,no,False,0.09154270340242172,-1.1325616113823809
0,2,male,60.0,1,1,39.0,S,Second,man,True,Southampton,no,False,0.07612293033463641,2.21107541704246
0,2,male,25.0,1,2,41.5792,C,Second,man,True,Cherbourg,no,False,0.08115719346076702,-0.33299623501991904
0,3,male,14.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,0.07746484096553544,-1.1325616113823809
0,3,male,19.0,0,0,10.1708,S,Third,man,True,Southampton,no,True,0.019852079483269742,-0.7691228039448983
0,3,male,18.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,0.015216388212891242,-0.8418105654323949
1,1,female,15.0,0,1,211.3375,S,First,child,False,Southampton,yes,False,0.41250332793836464,-1.0598738498948845
1,1,male,31.0,1,0,57.0,S,First,man,True,Southampton,yes,False,0.11125659048908397,0.10313033390506016
1,3,female,4.0,0,1,13.4167,C,Third,child,False,Cherbourg,yes,False,0.026187654344120927,-1.8594392262573463
0,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0.014102260811993537,-0.33299623501991904
0,1,male,60.0,0,0,26.55,S,First,man,True,Southampton,no,True,0.051822148727810165,2.21107541704246
0,2,male,52.0,0,0,13.5,S,Second,man,True,Southampton,no,True,0.026350245115835676,1.6295733251424873
1,3,female,28.0,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True,0.015094396337354966,-0.11493295055742946
0,1,male,49.0,1,1,110.8833,C,First,man,True,Cherbourg,no,False,0.21642978772242535,1.4115100406799979
0,3,male,42.0,0,0,7.65,S,Third,man,True,Southampton,no,True,0.014931805565640218,0.902695710267522
1,1,female,18.0,1,0,227.525,C,First,woman,False,Cherbourg,yes,False,0.4440992237022602,-0.8418105654323949
1,1,male,35.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0.05130978285055781,0.3938813798550463
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,0.028212719478023115,-0.8418105654323949
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,Queenstown,no,True,0.015110792045427042,-0.33299623501991904
0,3,male,26.0,1,0,7.8542,S,Third,man,True,Southampton,no,False,0.015330377421392339,-0.26030847353242254
0,2,male,39.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0.050748620223090936,0.6846324258050325
1,2,female,45.0,0,0,13.5,S,Second,woman,False,Southampton,yes,True,0.026350245115835676,1.1207589947300116
1,1,male,42.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0.05130978285055781,0.902695710267522
1,1,female,22.0,0,0,151.55,S,First,woman,False,Southampton,yes,True,0.29580589980036276,-0.5510595194824087
1,1,female,24.0,0,0,49.5042,C,First,woman,False,Cherbourg,yes,True,0.09662576327876685,-0.4056839965074156
0,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,no,True,0.051822148727810165,-0.11493295055742946
1,1,male,48.0,1,0,52.0,S,First,man,True,Southampton,yes,False,0.10149724044618187,1.3388222791925013
0,3,male,29.0,0,0,9.4833,S,Third,man,True,Southampton,no,True,0.018510168852370702,-0.042245189069932916
0,2,male,52.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,1.6295733251424873
0,3,male,19.0,0,0,7.65,S,Third,man,True,Southampton,no,True,0.014931805565640218,-0.7691228039448983
1,1,female,38.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,0.4440992237022602,0.6119446643175359
1,2,female,27.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,0.020494635090094415,-0.18762071204492597
0,3,male,28.0,0,0,15.5,Q,Third,man,True,Queenstown,no,True,0.030253985132996517,-0.11493295055742946
0,3,male,33.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,0.24850585688005322
1,2,female,6.0,0,1,33.0,S,Second,child,False,Southampton,yes,False,0.06441171028315387,-1.7140637032823534
0,3,male,17.0,1,0,7.0542,S,Third,man,True,Southampton,no,False,0.013768881414528002,-0.9144983269198913
0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,0.3211936183675498
0,2,male,50.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,1.4841978021674944
1,1,male,27.0,1,0,53.1,S,First,man,True,Southampton,yes,False,0.10364429745562033,-0.18762071204492597
0,3,male,20.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0.016908073949327893,-0.6964350424574017
1,2,female,30.0,3,0,21.0,S,Second,woman,False,Southampton,yes,False,0.04098927018018883,0.03044257241756362
1,3,female,28.0,0,0,7.7375,Q,Third,woman,False,Queenstown,yes,True,0.015102594191391004,-0.11493295055742946
0,2,male,25.0,1,0,26.0,S,Second,man,True,Southampton,no,False,0.050748620223090936,-0.33299623501991904
0,3,female,25.0,1,0,7.925,S,Third,woman,False,Southampton,no,False,0.015468569817999833,-0.33299623501991904
1,1,female,29.0,0,0,211.3375,S,First,woman,False,Southampton,yes,True,0.41250332793836464,-0.042245189069932916
0,3,male,11.0,0,0,18.7875,C,Third,child,False,Cherbourg,no,True,0.036670757786204655,-1.3506248958448706
0,3,male,28.5,0,0,16.1,S,Third,man,True,Southampton,no,True,0.031425107138144774,-0.07858906981368119
0,3,female,48.0,1,3,34.375,S,Third,woman,False,Southampton,no,False,0.06709553154495196,1.3388222791925013
1,1,male,35.0,0,0,512.3292,C,First,man,True,Cherbourg,yes,True,1.0,0.3938813798550463
1,1,male,28.0,0,0,30.0,S,First,man,True,Southampton,yes,True,0.05855610025741262,-0.11493295055742946
0,1,male,36.0,1,0,78.85,S,First,man,True,Southampton,no,False,0.15390495017656614,0.46656914134254285
1,1,female,21.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,0.5121218935012878,-0.6237472809699052
0,3,male,24.0,1,0,16.1,S,Third,man,True,Southampton,no,False,0.031425107138144774,-0.4056839965074156
1,3,male,31.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0.015468569817999833,0.10313033390506016
0,1,male,70.0,1,1,71.0,S,First,man,True,Southampton,no,False,0.13858277060920987,2.9379530319174254
0,3,male,16.0,1,1,20.25,S,Third,man,True,Southampton,no,False,0.03952536767375352,-0.9871860884073879
1,2,female,30.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.025374310111545468,0.03044257241756362
0,1,male,19.0,1,0,53.1,S,First,man,True,Southampton,no,False,0.10364429745562033,-0.7691228039448983
0,3,male,31.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0.015126992566498259,0.10313033390506016
1,2,female,4.0,1,1,23.0,S,Second,child,False,Southampton,yes,False,0.044893010197349675,-1.8594392262573463
1,3,male,6.0,0,1,12.475,S,Third,child,False,Southampton,yes,False,0.024349578357040744,-1.7140637032823534
0,3,male,33.0,0,0,9.5,S,Third,man,True,Southampton,no,True,0.018542765081513996,0.24850585688005322
0,3,male,23.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,-0.47837175799491216
1,2,female,48.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False,0.12687155055772734,1.3388222791925013
1,2,male,0.67,1,1,14.5,S,Second,child,False,Southampton,yes,False,0.028302115124416098,-2.1014894720107096
0,3,male,28.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,0.015216388212891242,-0.11493295055742946
1,1,female,33.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,0.16883675574220638,0.24850585688005322
0,3,male,41.0,0,0,7.125,S,Third,man,True,Southampton,no,True,0.013907073811135496,0.8300079487800255
1,3,male,20.0,0,0,7.2292,C,Third,man,True,Cherbourg,yes,True,0.014110458666029575,-0.6964350424574017
1,1,female,36.0,1,2,120.0,S,First,woman,False,Southampton,yes,False,0.23422440102965048,0.46656914134254285
0,3,male,16.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,-0.9871860884073879
1,1,female,51.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False,0.15216446768991498,1.556885563654991
0,1,male,28.0,0,0,39.6,C,First,man,True,Cherbourg,no,True,0.07729405233978466,-0.11493295055742946
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,0.015126992566498259,0.06678645316131189
0,3,male,28.0,1,0,24.15,Q,Third,man,True,Queenstown,no,False,0.04713766070721715,-0.11493295055742946
0,3,male,32.0,0,0,8.3625,S,Third,man,True,Southampton,no,True,0.016322512946753766,0.1758180953925567
0,3,male,24.0,0,0,9.5,S,Third,man,True,Southampton,no,True,0.018542765081513996,-0.4056839965074156
0,3,male,48.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,0.015330377421392339,1.3388222791925013
0,2,female,57.0,0,0,10.5,S,Second,woman,False,Southampton,no,True,0.020494635090094415,1.9930121325799701
1,2,female,54.0,1,3,23.0,S,Second,woman,False,Southampton,yes,False,0.044893010197349675,1.7749488481174804
0,3,male,18.0,0,0,7.75,S,Third,man,True,Southampton,no,True,0.015126992566498259,-0.8418105654323949
1,3,female,5.0,0,0,12.475,S,Third,child,False,Southampton,yes,True,0.024349578357040744,-1.7867514647698497
0,3,male,28.0,0,0,7.7375,Q,Third,man,True,Queenstown,no,True,0.015102594191391004,-0.11493295055742946
1,1,female,43.0,0,1,211.3375,S,First,woman,False,Southampton,yes,False,0.41250332793836464,0.9753834717550186
1,3,female,13.0,0,0,7.2292,C,Third,child,False,Cherbourg,yes,True,0.014110458666029575,-1.2052493728698774
1,1,female,17.0,1,0,57.0,S,First,woman,False,Southampton,yes,False,0.11125659048908397,-0.9144983269198913
0,1,male,29.0,0,0,30.0,S,First,man,True,Southampton,no,True,0.05855610025741262,-0.042245189069932916
0,3,male,28.0,1,2,23.45,S,Third,man,True,Southampton,no,False,0.04577135170121086,-0.11493295055742946
0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0.013760683560491965,-0.33299623501991904
0,3,male,25.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0.014151057562208049,-0.33299623501991904
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,Southampton,yes,True,0.014630827210317117,-0.8418105654323949
0,3,male,8.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,0.05684821399990475,-1.5686881803073602
1,3,male,1.0,1,2,20.575,S,Third,child,False,Southampton,yes,False,0.04015972542654215,-2.0775025107198357
0,1,male,46.0,0,0,79.2,C,First,man,True,Cherbourg,no,True,0.15458810467956932,1.1934467562175082
0,2,male,16.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0.050748620223090936,-0.9871860884073879
0,1,male,28.0,0,0,30.6958,C,First,man,True,Cherbourg,no,True,0.05991421140938287,-0.11493295055742946
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,-0.33299623501991904
0,2,male,39.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,0.6846324258050325
1,1,female,49.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,0.050610427826483444,1.4115100406799979
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,Southampton,yes,True,0.016948672845506364,0.10313033390506016
0,3,male,30.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,0.014110458666029575,0.03044257241756362
0,3,female,30.0,1,1,24.15,S,Third,woman,False,Southampton,no,False,0.04713766070721715,0.03044257241756362
1,2,female,31.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,0.05123658772523604,0.10313033390506016
1,1,male,11.0,1,2,120.0,S,First,child,False,Southampton,yes,False,0.23422440102965048,-1.3506248958448706
1,3,male,0.42,0,1,8.5167,C,Third,child,False,Cherbourg,yes,False,0.016623491302076868,-2.119661412382584
1,3,male,27.0,0,0,6.975,S,Third,man,True,Southampton,yes,True,0.013614293309848433,-0.18762071204492597
0,3,male,31.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,0.10313033390506016
0,1,male,39.0,0,0,0.0,S,First,man,True,Southampton,no,True,0.0,0.6846324258050325
0,3,female,18.0,0,0,7.775,S,Third,woman,False,Southampton,no,True,0.015175789316712771,-0.8418105654323949
1,1,female,33.0,1,0,53.1,S,First,woman,False,Southampton,yes,False,0.10364429745562033,0.24850585688005322
0,3,male,26.0,0,0,7.8875,S,Third,man,True,Southampton,no,True,0.015395374692678068,-0.26030847353242254
0,3,male,39.0,0,0,24.15,S,Third,man,True,Southampton,no,True,0.04713766070721715,0.6846324258050325
0,2,male,35.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,0.3938813798550463
0,3,female,6.0,4,2,31.275,S,Third,child,False,Southampton,no,False,0.06104473451835265,-1.7140637032823534
0,3,male,30.5,0,0,8.05,S,Third,man,True,Southampton,no,True,0.015712553569072387,0.06678645316131189
0,3,female,23.0,0,0,7.925,S,Third,woman,False,Southampton,no,True,0.015468569817999833,-0.47837175799491216
0,2,male,31.0,1,1,37.0042,C,Second,man,True,Cherbourg,no,False,0.07222738817151159,0.10313033390506016
0,3,male,43.0,0,0,6.45,S,Third,man,True,Southampton,no,True,0.012589561555343713,0.9753834717550186
0,3,male,10.0,3,2,27.9,S,Third,child,False,Southampton,no,False,0.05445717323939373,-1.4233126573323671
1,1,female,52.0,1,1,93.5,S,First,woman,False,Southampton,yes,False,0.18249984580226933,1.6295733251424873
1,3,male,27.0,0,0,8.6625,S,Third,man,True,Southampton,yes,True,0.016908073949327893,-0.18762071204492597
0,1,male,38.0,0,0,0.0,S,First,man,True,Southampton,no,True,0.0,0.6119446643175359
1,3,female,27.0,0,1,12.475,S,Third,woman,False,Southampton,yes,False,0.024349578357040744,-0.18762071204492597
0,3,male,2.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,0.07746484096553544,-2.0048147492323394
0,3,male,28.0,0,0,6.95,Q,Third,man,True,Queenstown,no,True,0.013565496559633922,-0.11493295055742946
1,2,male,1.0,0,2,37.0042,C,Second,child,False,Cherbourg,yes,False,0.07222738817151159,-2.0775025107198357
1,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,0.015126992566498259,-0.11493295055742946
1,1,female,62.0,0,0,80.0,S,First,woman,False,Southampton,yes,True,0.15614960068643363,2.356450940017453
1,3,female,15.0,1,0,14.4542,C,Third,child,False,Cherbourg,yes,False,0.028212719478023115,-1.0598738498948845
1,2,male,0.83,1,1,18.75,S,Second,child,False,Southampton,yes,False,0.03659756266088288,-2.0898594301727105
0,3,male,23.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,0.015330377421392339,-0.47837175799491216
0,3,male,18.0,0,0,8.3,S,Third,man,True,Southampton,no,True,0.016200521071217493,-0.8418105654323949
1,1,female,39.0,1,1,83.1583,C,First,woman,False,Cherbourg,yes,False,0.16231419173453318,0.6846324258050325
0,3,male,21.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0.016908073949327893,-0.6237472809699052
1,1,male,28.0,0,0,29.7,C,First,man,True,Cherbourg,yes,True,0.057970539254838485,-0.11493295055742946
0,3,male,20.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0.015468569817999833,-0.6964350424574017
0,2,male,16.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,-0.9871860884073879
1,1,female,30.0,0,0,31.0,C,First,woman,False,Cherbourg,yes,True,0.060507970265993034,0.03044257241756362
0,3,male,34.5,0,0,6.4375,C,Third,man,True,Cherbourg,no,True,0.012565163180236457,0.35753749911129806
0,3,male,42.0,0,0,7.55,S,Third,man,True,Southampton,no,True,0.014736618564782174,0.902695710267522
0,3,male,35.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,0.015411575213749286,0.3938813798550463
0,2,male,28.0,0,1,33.0,S,Second,man,True,Southampton,no,False,0.06441171028315387,-0.11493295055742946
1,1,female,28.0,1,0,89.1042,C,First,woman,False,Cherbourg,yes,False,0.17391981561855152,-0.11493295055742946
0,3,male,4.0,4,2,31.275,S,Third,child,False,Southampton,no,False,0.06104473451835265,-1.8594392262573463
0,3,male,74.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.015175789316712771,3.2287040778674116
0,3,female,9.0,1,1,15.2458,C,Third,child,False,Cherbourg,no,False,0.029757819776815374,-1.4960004188198637
1,1,female,16.0,0,1,39.4,S,First,woman,False,Southampton,yes,False,0.07690367833806856,-0.9871860884073879
0,2,female,44.0,1,0,26.0,S,Second,woman,False,Southampton,no,False,0.050748620223090936,1.048071233242515
1,3,female,18.0,0,1,9.35,S,Third,woman,False,Southampton,yes,False,0.018249984580226933,-0.8418105654323949
1,1,female,45.0,1,1,164.8667,S,First,woman,False,Southampton,yes,False,0.32179836714362564,1.1207589947300116
1,1,male,51.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0.051822148727810165,1.556885563654991
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Cherbourg,yes,False,0.03758969818624431,-0.4056839965074156
0,3,male,41.0,2,0,14.1083,S,Third,man,True,Southampton,no,False,0.027537567642055148,0.8300079487800255
0,2,male,21.0,1,0,11.5,S,Second,man,True,Southampton,no,False,0.022446505098674838,-0.6237472809699052
1,1,female,48.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,0.050610427826483444,1.3388222791925013
0,2,male,24.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,-0.4056839965074156
1,2,female,42.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.025374310111545468,0.902695710267522
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Cherbourg,yes,False,0.027049600139910042,-0.18762071204492597
0,1,male,31.0,0,0,50.4958,S,First,man,True,Southampton,no,True,0.09856123757927521,0.10313033390506016
1,3,male,4.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False,0.021730754366528396,-1.8594392262573463
1,1,female,47.0,1,1,52.5542,S,First,woman,False,Southampton,yes,False,0.10257896680493714,1.2661345177050047
0,1,male,33.0,0,0,5.0,S,First,man,True,Southampton,no,True,0.009759350042902102,0.24850585688005322
0,3,male,47.0,0,0,9.0,S,Third,man,True,Southampton,no,True,0.017566830077223785,1.2661345177050047
1,2,female,28.0,1,0,24.0,C,Second,woman,False,Cherbourg,yes,False,0.04684488020593009,-0.11493295055742946
1,3,female,15.0,0,0,7.225,C,Third,child,False,Cherbourg,yes,True,0.014102260811993537,-1.0598738498948845
0,3,male,20.0,0,0,9.8458,S,Third,man,True,Southampton,no,True,0.019217721730481106,-0.6964350424574017
1,1,female,56.0,0,1,83.1583,C,First,woman,False,Cherbourg,yes,False,0.16231419173453318,1.9203243710924736
1,2,female,25.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,-0.33299623501991904
0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,0.24850585688005322
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Southampton,no,True,0.02052723131923771,-0.5510595194824087
0,2,male,28.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,-0.11493295055742946
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Queenstown,no,False,0.05684821399990475,0.6846324258050325
1,1,female,19.0,0,0,30.0,S,First,woman,False,Southampton,yes,True,0.05855610025741262,-0.7691228039448983
0,3,female,28.0,1,2,23.45,S,Third,woman,False,Southampton,no,False,0.04577135170121086,-0.11493295055742946
1,1,male,26.0,0,0,30.0,C,First,man,True,Cherbourg,yes,True,0.05855610025741262,-0.26030847353242254
0,3,male,32.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0.015126992566498259,0.1758180953925567
